Provinsi,Aceh,Sumatera Utara,Sumatera Barat,Riau,Kepulauan Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,DKI Jakarta,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Nusa Tenggara Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
01/ 01/ 2019,-,-,11600,-,-,-,-,-,-,-,-,-,-,12050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
08/ 01/ 2019,13450,12250,11650,12300,12150,11650,12550,12100,12450,11700,11600,12200,12800,11800,12100,11900,13300,13200,14850,12600,12650,14000,14550,13800,14150,12600,14100,14000,14100,13200,15700,15100,14900,15750
15/ 01/ 2019,13400,12250,11700,12300,12300,11600,12550,12150,12300,11700,11650,12200,12800,11800,12050,11850,13250,13150,14850,12600,12600,14000,14650,13850,14100,12550,14100,14000,14100,13200,15400,15100,14950,15650
22/ 01/ 2019,13450,12300,11700,12250,12300,11650,12550,11950,12300,11700,11600,12200,12800,11800,12050,11850,13300,13200,14850,12650,12600,14000,14650,13750,14150,12600,14100,14000,14100,13100,15400,15100,14900,16000
29/ 01/ 2019,13500,12300,11700,12300,12300,11750,12550,12150,12450,11700,11600,12200,12800,11800,12050,11900,13400,13200,14850,12650,12500,14050,14650,13850,14200,12600,14100,14000,14200,13100,15400,15100,14950,15750
05/ 02/ 2019,-,-,-,-,-,-,-,-,-,-,-,-,-,11900,-,12200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/ 02/ 2019,13550,12300,11750,12300,12300,11750,12450,12200,12500,11750,11800,12250,12850,11750,11950,11950,13400,13150,14950,12650,12400,13900,14550,14300,14150,12600,14100,13700,14550,13100,15400,15100,14950,15200
19/ 02/ 2019,13600,12300,11750,12250,12300,11750,12450,12200,12450,11750,11750,12250,12850,11800,11950,11950,13450,13200,14950,12650,12450,13800,14550,14300,14350,12600,14100,13700,14400,13100,15650,15100,14950,15400
26/ 02/ 2019,13550,12300,11750,12300,12300,11800,12450,12200,12450,11800,11650,12250,12850,11800,11900,11950,13450,13150,14950,12650,12450,13800,14550,14300,14450,12600,14100,13700,14400,13100,15650,15100,14950,15400
05/ 03/ 2019,13550,12300,11750,12400,12300,11800,12450,12150,12550,11750,11650,12250,12850,11750,11900,11950,13450,13100,14950,12650,12450,13800,14550,13950,14400,12550,14100,13600,14350,13750,15650,15100,14800,15400
12/ 03/ 2019,13500,12350,11750,12400,12300,11800,12400,12150,12550,11750,11700,12200,12850,11850,11900,11950,13400,13100,14950,12650,12450,13800,14550,13900,14400,12650,14100,13600,14250,13700,15650,15100,14900,15400
19/ 03/ 2019,13500,12350,11750,12400,12300,11800,12400,12150,12650,11750,11650,12200,12850,11800,11900,11950,13300,13100,14950,12600,12450,13750,14550,14050,14400,12700,14100,13600,14250,13750,15400,15100,14850,15450
26/ 03/ 2019,13350,12350,11750,12400,12300,11800,12450,12150,12650,11700,11650,12250,12850,11800,11900,12000,13300,13100,14950,12600,12450,13750,14550,14050,14450,12750,14100,13500,14200,13800,15400,15100,14900,15450
02/ 04/ 2019,13450,12250,11750,12400,12300,11800,12450,12150,12550,11700,11850,12200,12850,11900,11900,11950,13300,13000,14950,12600,12400,13750,14250,13950,14450,12750,14100,13500,14150,13200,15400,15100,14900,15250
09/ 04/ 2019,13400,12300,11750,12400,12350,11800,12300,12150,12500,11700,11850,12250,12850,11850,11900,11950,13300,13000,14950,12600,12400,13700,14550,13950,14000,12700,14100,13500,14150,13850,15400,15100,14850,15300
16/ 04/ 2019,13400,12300,11750,12350,12350,11800,12250,12150,12550,11700,11800,12250,12850,11850,11900,12000,13150,13000,15050,12600,12400,13700,14550,13950,13900,12700,14000,13500,14150,13850,15400,15100,14850,15300
23/ 04/ 2019,13400,12300,11750,12350,12350,11800,12250,12150,12600,11700,11900,12300,12850,11850,11900,12000,13150,13000,15050,12600,12400,13700,14550,13950,14050,12750,14000,13500,14200,13850,15400,15100,14850,15300
30/ 04/ 2019,13400,12300,11750,12350,12350,11800,12250,12150,12600,11700,11900,12300,12850,11850,11900,12000,13050,13000,15050,12600,12350,13700,14550,14050,14100,12750,14000,13500,14300,13850,15400,15100,14850,15400
07/ 05/ 2019,13400,12300,11750,12400,12350,11800,12250,12150,12500,11700,11900,12300,12850,11850,11900,12000,13050,13000,15050,12600,12350,13750,14550,14100,14250,12750,14000,13600,14300,13850,15400,15100,14850,15400
14/ 05/ 2019,13400,12350,11750,12350,12350,11800,12250,12150,12500,11650,11900,12300,12850,11850,11900,12000,13050,12950,14950,12600,12250,13700,14550,14150,14700,12750,14000,13650,14300,13850,15400,15100,14850,15350
21/ 05/ 2019,13400,12300,11750,12350,12350,11800,12250,12150,12500,11650,11750,12300,12850,11850,11900,12000,13000,12950,14950,12550,11850,13700,14550,13850,14700,12700,14000,13650,14400,13800,15400,15100,14800,15250
28/ 05/ 2019,13400,12350,11750,12350,12350,11800,12250,12150,12450,11650,11650,12300,12850,11850,11900,12000,13050,13000,14950,12550,12200,13750,14450,13800,14600,12700,14000,13650,14400,13900,-,15100,14800,15100
04/ 06/ 2019,13400,12400,11750,12350,12350,11800,12250,12150,12450,11650,11650,12350,12850,11850,11900,12000,13050,13100,15050,12550,12200,13750,14450,13600,14650,12700,14000,13650,14400,13900,15450,15100,14850,15100
11/ 06/ 2019,13350,12300,11750,12350,12350,11800,12250,12150,12450,11650,11650,12350,12850,11850,11900,12000,13050,12950,15050,12550,12200,13750,14450,13600,14900,12700,14000,13400,14400,13900,15450,15100,14850,15100
18/ 06/ 2019,13350,12250,11750,12350,12250,11800,12250,12150,12450,11650,11650,12300,12850,11800,11900,12000,13150,12950,15050,12550,12200,13750,14450,13850,15200,12700,14000,13400,14400,13900,15450,15100,14800,15100
25/ 06/ 2019,13350,12400,11750,12350,12200,11800,12250,12150,12450,11650,11550,12300,12850,11800,11900,12000,13050,13000,14950,12500,12200,13750,14450,13850,16050,12700,14000,13400,14250,13900,15450,15100,14800,15100
02/ 07/ 2019,13300,12200,11700,12300,12250,11800,12250,12150,12450,11650,11600,12250,12850,11800,11550,11950,13050,12950,14850,12500,12250,13700,14450,13850,15850,12650,14000,13400,14250,13900,15450,15100,14800,15100
09/ 07/ 2019,13300,12150,11650,12300,12250,11800,12250,12150,12450,11650,11600,12250,12850,11750,11550,11900,13150,12950,14950,12400,12150,13700,14500,13650,15800,12650,14000,13500,14100,13900,15450,15100,14800,15250
16/ 07/ 2019,13450,12150,11600,12200,12250,11650,12250,12100,12450,11700,11550,12250,12750,11750,11550,11900,13200,12950,15000,12400,12150,13750,14500,13650,15800,12650,14000,13400,14150,13900,15450,15100,14800,15250
23/ 07/ 2019,13300,12150,11600,12200,12250,11600,12200,12100,12450,11700,11500,12200,12750,11750,11550,11850,-,12900,15000,12400,12150,13750,14500,13650,15800,12650,14000,13400,14250,13900,15450,15100,14800,15250
30/ 07/ 2019,13300,12150,11600,12200,12150,11600,12200,12100,12500,11600,11500,12200,12750,11750,11550,11850,13200,12900,15000,12400,12100,13750,14500,13700,15750,12600,14000,13350,14250,13900,15450,15100,14800,15250
06/ 08/ 2019,13300,12150,11550,12200,12150,11600,12200,12150,12500,11600,11500,12200,12750,11750,11550,11850,13200,13050,15050,12400,12100,13750,14500,13600,15900,12550,14000,13350,14250,13850,15450,15100,14750,15250
13/ 08/ 2019,13300,12150,11600,12200,12150,11600,12200,12150,12500,11550,11600,12200,12750,11750,11450,11900,13300,13100,14950,12400,12150,13750,14500,13650,15900,12550,14000,13350,14650,13850,15400,15100,14750,15250
20/ 08/ 2019,13350,12150,11700,12100,12200,11600,12200,12150,12450,11600,11650,12250,12750,11750,11450,11900,13300,13150,15000,12500,12100,13750,14450,13600,15950,12550,14000,13350,14850,13800,15400,15250,14750,15500
27/ 08/ 2019,13200,12150,11700,12050,12200,11600,12200,12150,12500,11600,11750,12300,12800,11750,11450,11850,13300,13150,15000,12500,12100,13750,14450,13600,16200,12550,14000,13350,14750,13800,15400,14300,14800,15250
03/ 09/ 2019,13150,12150,11700,12100,12200,11600,12200,12150,12500,11650,11800,12250,12800,11750,11450,11850,13300,13100,15000,12500,12050,13750,14500,13600,16200,12550,14000,13350,14700,13700,15400,15500,14800,15250
10/ 09/ 2019,13250,12150,11700,12100,12200,11700,12200,12150,12500,11700,11800,12250,12800,11750,11450,11850,13200,13100,15000,12500,12050,13700,14500,13600,16000,12550,14000,13350,14700,13700,15400,15500,14800,15250
17/ 09/ 2019,13200,12150,11700,12200,12150,11700,12200,12150,12350,11700,11600,12200,12800,11750,11450,11850,13200,13100,15000,12500,12050,13700,14500,13650,15850,12550,14000,13350,14500,13700,15400,15500,14800,14400
24/ 09/ 2019,13150,12150,11700,12150,12150,11700,12250,12150,12350,11700,11600,12200,12800,11750,11450,11800,13200,13100,15000,12500,11950,13700,16750,13650,15850,12550,14000,13350,14500,13600,15400,15500,14800,15250
01/ 10/ 2019,13200,12150,11700,12150,12150,11700,12250,12150,12350,11700,11600,12200,12800,11750,11450,11800,13200,13000,15000,12500,11950,13700,14550,13600,15650,12550,13950,13350,14500,13250,15400,15500,14800,15300
08/ 10/ 2019,13050,12150,11650,12150,12300,11700,12250,12100,12350,11750,11600,12150,12600,11750,11450,11800,13200,13150,15000,12450,11950,13650,14550,13600,15650,12550,13950,13350,14200,13050,15400,15500,14800,15300
15/ 10/ 2019,13050,12150,11650,12050,12300,11700,12250,12100,12350,11750,11650,12200,12600,11750,11350,11850,13200,13100,15000,12450,11950,13650,16800,13600,15650,12550,13950,13350,14200,13350,15400,15500,14800,15300
22/ 10/ 2019,12850,12150,11650,12050,12300,11700,12250,12100,12350,11750,11650,12150,12600,11750,11250,11800,13200,13100,15000,12500,12000,13900,14450,13650,15650,12550,13950,13350,14200,13300,15150,15500,14800,15300
29/ 10/ 2019,12900,12200,11650,12050,12300,11700,12250,12050,12350,11750,11650,12200,12600,11800,11250,11800,13300,13150,15000,12500,12050,13750,14450,13650,15650,12650,13950,13350,14200,13300,15150,15500,14650,15450
05/ 11/ 2019,13000,12150,11700,12200,12300,11700,12250,12100,12350,11800,11700,12250,12600,11800,11350,11850,13400,13150,14950,12600,12050,13750,14450,13650,15700,12650,13950,13350,14200,13300,15150,15500,14650,15550
12/ 11/ 2019,13100,12200,11950,12350,12300,11800,12250,12150,12350,11800,11650,12350,12700,11900,11350,11950,13350,13250,14850,12600,12100,13750,14450,13650,15700,12600,13950,13350,14200,13300,15150,15500,14650,15650
19/ 11/ 2019,13100,12200,12100,12400,12450,12000,12250,12250,12350,11900,11800,12450,12700,12050,11450,12050,13450,13250,14950,12600,12200,13750,14450,13600,15800,12600,13950,13350,14200,13300,15150,15500,14650,15350
26/ 11/ 2019,13100,12250,12150,12550,12450,12000,12250,12350,12350,12050,11850,12600,12750,12050,11800,12100,13600,13300,14850,12600,12200,13750,14450,13600,15900,12600,14050,13350,14200,13250,15150,15500,14650,15350
03/ 12/ 2019,13150,12350,12250,12550,12450,12000,12250,12450,12350,12200,12150,12650,12900,12050,11850,12150,13600,13300,14800,12750,12200,13800,14400,13650,15900,12650,14150,13450,14200,13250,15200,15500,14700,15450
10/ 12/ 2019,13200,12450,12200,12600,12450,12050,12250,12450,12400,12200,12100,12700,13050,12150,11850,12250,13850,13300,15000,12750,12200,13850,14500,13700,15900,12600,14100,13500,14200,13300,15200,15500,14700,15500
17/ 12/ 2019,13200,12650,12650,12700,12450,12050,12250,12500,12400,12250,12100,12800,13050,12200,11900,12400,13850,13500,15150,12800,12350,13850,14450,13700,15900,12550,14100,13850,14650,13300,15200,15500,14750,15600
24/ 12/ 2019,-,12750,-,-,-,-,-,12700,12400,-,12300,12950,-,12200,11900,12650,-,-,-,-,12350,-,14850,13750,15900,12550,13900,-,-,12850,-,15500,14600,-
31/ 12/ 2019,13400,12750,12900,13050,12450,12200,12250,12900,12400,12350,12750,12950,13050,12400,12050,12600,13500,13700,15300,13050,12700,13950,14500,13750,15950,12550,14000,14100,14900,13300,15200,14850,14750,15350
07/ 01/ 2020,13750,12800,13200,13250,12400,12600,12250,13150,12400,12650,13000,13300,13850,12650,12150,12700,13650,13850,15300,13350,12800,14100,14500,13650,16300,12750,14200,14100,14900,13300,15200,14850,14750,15450
14/ 01/ 2020,13800,13050,13600,13550,12450,12600,12550,13300,12100,12750,13200,13400,14050,12800,12350,12850,13950,13950,15200,13450,12950,14350,14800,13750,16350,12900,14150,14100,15000,13350,15200,14850,14750,15450
21/ 01/ 2020,14050,13100,13650,13550,12500,12600,12550,13500,12050,12750,13250,13500,14050,12900,12450,13000,13950,14350,15200,13450,13150,14300,14800,13750,16650,13100,14250,14100,14500,13550,15250,14950,14800,15450
28/ 01/ 2020,14050,13050,13600,13700,12400,12800,12550,13450,12050,12850,13400,13500,14150,12900,12550,12950,13900,14550,15200,13450,13200,14350,14850,13700,16800,13050,14350,14100,14500,13550,15250,14950,14800,15700
04/ 02/ 2020,14050,13050,13500,13600,12450,12750,12550,13400,12700,12900,13250,13550,14000,12850,12500,12850,13900,14500,15200,13450,13450,14500,15050,13750,15550,13000,14450,14100,14500,13550,15250,14950,14800,15700
11/ 02/ 2020,13950,13000,13350,13550,12450,12650,12550,13250,12800,12900,13250,13450,14000,12800,12450,12800,13900,14250,15200,13350,13400,14550,15100,14200,14950,12950,14500,14100,14400,13550,15350,14950,14950,15700
18/ 02/ 2020,13900,13000,13300,13450,12600,12650,12550,13100,12600,12900,13250,13400,14000,12800,12400,12750,13750,14350,15200,13250,13550,14100,14950,14300,14950,13000,14500,14100,14350,13550,15350,14950,14950,15700
25/ 02/ 2020,13800,13000,13250,13450,12600,12650,13200,13050,12700,12850,13050,13350,13800,12800,12400,12750,13900,14400,15400,13200,13550,14050,14900,14250,14950,13000,14400,14100,14350,13550,15400,14950,14950,15950
03/ 03/ 2020,13800,12900,13150,13400,12600,12600,13300,13000,13050,12900,12800,13200,13800,12750,12400,12650,13700,14300,15400,13150,13500,14050,14700,14250,14950,12950,14450,14200,14350,13550,15350,14950,14950,15900
10/ 03/ 2020,13850,12900,13100,13200,12600,12400,13400,13000,13200,12900,12800,13200,13750,12650,12400,12550,13750,14300,15900,13050,13350,14050,14650,14200,14950,13000,14450,14450,14350,13400,15350,14950,14800,16600
17/ 03/ 2020,13800,12900,13050,13150,12600,12400,13400,13000,13400,12850,12550,13100,13700,12600,12400,12550,13750,14300,16050,12900,13300,14000,14150,14200,14950,13100,14400,14200,14350,13550,15350,14950,14750,17050
24/ 03/ 2020,13700,12900,12950,13100,12600,12400,13400,13000,13400,12850,12550,13100,13700,12550,12400,12500,-,14200,15600,12850,13200,14000,14150,14800,14950,13200,14400,14250,14200,13550,15350,15500,14800,16150
31/ 03/ 2020,13800,12900,13000,13100,12700,12450,13400,13000,13300,13100,12600,13150,13700,12600,12400,12550,13900,14250,15450,12950,13100,13950,14250,14800,15100,13100,14450,14250,14200,13550,15350,16250,14800,16300
07/ 04/ 2020,13800,12900,13050,13150,12850,12450,13400,13000,13300,13100,12800,13200,13700,12600,12550,12700,13900,14250,15400,13000,13050,13950,14350,15300,15150,13050,14450,14250,14100,13550,15800,16250,14750,16300
14/ 04/ 2020,13800,12900,13050,13200,12850,12500,13400,13000,13450,13100,12800,13200,13700,12650,12600,12750,13800,14250,15400,12900,13050,13950,14200,15300,15150,13000,14450,14250,14100,13550,15800,16250,14800,16200
21/ 04/ 2020,13800,12850,13000,13200,13100,12500,13400,13000,13500,12900,12750,13200,13750,13250,12600,12750,13800,14250,15400,12850,13000,14000,14200,14800,15100,12950,14450,14250,14250,13550,15850,16250,14700,16300
28/ 04/ 2020,13800,12900,13000,13200,13100,12500,13400,13000,13500,12800,12750,13200,13750,12650,12600,12650,13800,14350,15400,12800,13000,14000,14200,14800,15100,12950,14500,14250,14250,13400,15850,16250,14700,16300
05/ 05/ 2020,13800,12800,13000,13050,13000,12250,13400,13000,13500,12800,12450,13200,13750,12550,12500,12550,13750,14300,15400,12700,13050,13900,14200,14800,15100,12950,14500,14350,14250,13400,15850,16250,14700,16300
12/ 05/ 2020,13650,12800,12850,13050,12900,12250,13400,12950,13150,12700,12700,13150,13700,12550,12650,12500,13650,14200,15400,12550,13000,14050,14200,14800,15100,12900,14450,14350,14150,13350,15850,16250,15050,16300
19/ 05/ 2020,13550,12800,12650,12950,12850,12200,13400,12950,13200,12600,12750,13100,13700,12550,12400,12450,13550,14200,15300,12550,12950,13950,14150,14800,15050,12950,14400,14350,14150,13350,15900,16250,15050,16300
26/ 05/ 2020,13550,12800,12650,12950,12850,12200,13400,12950,13200,12550,12750,13100,13700,12500,12400,12500,13550,14250,15150,12550,12950,13950,14150,14800,15050,12950,14400,14350,14150,13350,15900,16250,14900,16300
02/ 06/ 2020,13500,12700,12600,12850,12650,12050,13400,12850,13200,12550,12700,13050,13700,12450,12500,12500,13550,14150,15150,12550,13000,13950,14050,14800,15050,12900,14400,14350,14150,13450,15900,16250,14900,16300
09/ 06/ 2020,13500,12750,12550,12850,12650,12050,13400,12700,13200,12550,12700,12950,13700,12450,12450,12450,13550,14100,15100,12600,13000,13900,14100,14800,15100,12900,14400,14350,14150,13450,15900,16250,14850,16300
16/ 06/ 2020,13500,12800,12500,12850,12600,12050,13300,12650,13200,12550,12700,12900,13700,12400,12400,12450,13450,14100,15100,12600,13000,13850,14050,14950,15100,12900,14350,14250,14150,13450,16000,16250,14850,16300
23/ 06/ 2020,13500,12700,12450,12850,12600,12050,13300,12650,13200,12500,12250,12900,13700,12400,12400,12450,13550,14000,15100,12550,13000,13800,14050,14950,15350,13000,14500,14100,14150,13450,15450,16250,14850,15700
30/ 06/ 2020,13450,12700,12450,12850,12600,12050,13300,12650,13400,12500,12250,12900,13700,12450,12400,12450,13550,14350,15100,12600,13000,13850,14100,14950,15350,12950,14500,14000,14150,13450,15450,16250,14900,15550
07/ 07/ 2020,13450,12650,12500,12850,12650,12050,13300,12650,13150,12500,12250,12900,13750,12400,12400,12450,13550,14350,15050,12600,12900,13850,14150,14850,15450,12950,14500,14000,14150,13400,15450,16250,14900,15350
14/ 07/ 2020,13550,12650,12500,12850,12650,12050,12950,12650,13150,12600,12150,12900,13750,12450,12400,12450,13550,14350,15150,12550,12900,13800,14250,14850,15250,12950,14500,14000,14150,13350,15450,15250,14900,15350
21/ 07/ 2020,13550,12700,12750,12950,12650,12250,12950,12800,13150,12600,12150,13000,13800,12550,12450,12650,13500,14400,15050,12650,12950,13700,14250,14650,15950,13000,14500,14000,14150,13350,15450,15250,14950,15350
28/ 07/ 2020,13750,12800,12950,13100,12600,12250,12950,13100,13150,12700,12500,13200,13850,13450,12700,12750,14100,14250,14950,12800,13000,13750,14200,14650,15850,13100,14550,14200,14250,13350,15450,15250,14900,15150
04/ 08/ 2020,13750,12900,13000,13100,12600,12400,12950,13100,13150,12850,12750,13300,13850,12700,12650,12800,13750,14250,14950,12950,12900,13750,14200,14650,16000,13100,14550,14200,14250,13350,15450,15250,14950,15350
11/ 08/ 2020,13800,12900,13150,13100,12550,12750,12950,13250,13150,12800,13100,13300,13850,12850,12650,12900,13550,14200,14950,12550,13000,13850,14250,14800,16350,13150,14550,14350,14250,13350,15450,15250,14950,15350
18/ 08/ 2020,13750,12900,13150,13300,12550,12750,12950,13250,13150,12850,13100,13350,13850,12850,12650,12900,13550,14150,14950,13100,13050,13900,14250,14800,16250,13150,14400,14350,14250,13350,15450,15250,14950,15350
25/ 08/ 2020,13750,12900,13200,13400,12900,12750,12950,13400,13200,12800,13150,13500,14050,12850,12750,13100,13550,14250,14900,13200,13200,14000,14250,14800,16250,13150,14400,14350,14250,13350,15450,15750,15000,15350
01/ 09/ 2020,13750,13100,13250,13400,13050,12750,12950,13450,13200,12900,13150,13500,14100,12850,12750,13100,13750,14250,14900,13200,13250,14100,14250,14850,16150,13200,14450,14350,14250,13350,15600,15750,15000,15350
08/ 09/ 2020,13800,13150,13350,13450,13050,12900,12950,13500,13300,12950,13350,13650,14450,13050,13300,13200,13750,14250,14900,13200,13250,14100,14400,14850,16150,13250,14450,14600,14600,13650,15550,15750,15000,15350
15/ 09/ 2020,13800,13100,13450,13450,13000,12950,12950,13550,13300,13250,13400,13800,14550,13050,13400,13250,13850,14400,14900,13300,13250,14200,14300,14900,16450,13300,14400,14700,14600,13600,15550,15750,15000,15350
22/ 09/ 2020,13950,13300,13800,13650,13050,12950,12950,13550,13300,13450,13350,14000,14750,13200,13650,13350,13900,14450,14900,13550,13450,14150,14300,14900,16550,13300,14400,14700,14800,13600,15550,15750,15000,15350
29/ 09/ 2020,14000,13350,13800,13800,13150,13150,12950,13550,13300,13550,13400,14050,14850,13400,13600,13400,13800,14300,14900,13600,13750,14150,14300,14900,16600,13300,14600,14700,14800,13600,15550,15750,15000,15350
06/ 10/ 2020,14000,13400,13750,13850,13250,13250,12950,13550,13300,13450,13350,14050,14800,13300,13550,13350,13800,14300,14900,13600,13800,14300,14650,15000,16500,13300,14600,14700,14550,13600,15550,15600,15000,15350
13/ 10/ 2020,13950,13400,13650,13850,13250,13300,12950,13550,13300,13550,13350,14050,14750,13350,13550,13400,14050,14350,14950,13600,13850,14350,14700,15000,16500,13300,14600,14700,14450,13600,15550,15600,15000,15350
20/ 10/ 2020,14000,13400,13700,13850,13250,13300,12950,13550,13250,13550,13500,14100,14750,13400,13550,13400,14050,14500,15150,13650,13850,14300,14600,15050,16500,13300,14600,14700,14500,13600,15600,15600,15000,15350
27/ 10/ 2020,14050,13500,13750,13900,13200,13300,12950,13600,13250,13600,13500,14150,14750,13400,13550,13400,14000,14650,15350,13600,13850,14300,14800,14850,16550,13300,14600,14700,14800,13600,15550,15600,15100,15350
03/ 11/ 2020,14100,13500,13750,13900,13200,13300,12950,13600,13250,13600,13550,14250,14800,13550,13750,13550,14100,14800,15350,13750,13850,14350,14950,14850,17500,13400,14550,14700,14800,13650,15550,15600,15100,15350
10/ 11/ 2020,14100,13550,13800,13850,13200,13350,12950,13650,13250,13600,13550,14300,14850,13550,13750,13600,14200,14900,15500,13800,14250,14350,14900,14900,17200,13400,14550,14700,14800,13650,15550,15600,15150,15350
17/ 11/ 2020,14150,13600,13850,13850,13250,13350,12950,13650,13450,13650,14050,14300,14900,13600,13750,13650,14200,14900,15500,13800,14250,14400,14900,15000,17250,13400,14550,14700,14800,13650,15300,15650,15100,15450
24/ 11/ 2020,14150,13600,13850,13850,13250,13500,13100,13650,13450,13700,14200,14300,14900,13650,13750,13650,14250,14900,15500,13900,14300,14500,14900,15000,17350,13350,14550,14700,14900,13650,15400,15650,15100,15450
01/ 12/ 2020,14250,13650,13900,13950,13300,13500,13100,13750,13450,13650,14200,14300,14950,13650,13750,13650,14200,14900,15500,13950,14300,14550,14900,15000,17450,13400,14450,14700,14900,13650,15450,15650,15200,15450
08/ 12/ 2020,14350,13750,13900,13850,13200,13500,13100,13700,13450,13700,14200,14300,14950,13650,13800,13800,14200,14900,15500,13900,14300,14600,15000,15000,17450,13400,14400,14700,14900,13800,15600,15650,15200,15450
15/ 12/ 2020,14350,13800,13800,13900,13150,13500,13100,13700,13450,13750,14250,14300,14950,13700,14100,13750,14200,14900,15500,14050,14350,14600,15050,14850,17450,13400,14400,14700,14900,13850,15500,15650,15200,15450
22/ 12/ 2020,14350,14050,13800,13950,13150,13500,13100,13700,13450,13750,14250,14350,14950,13650,14150,13700,14200,14800,15500,14050,14400,14650,15300,14850,17300,13400,14400,14700,14900,13850,15500,15650,15500,15450
